id,api_id,name,url,description,example,api_responses_id
113,6,Dólar comercial (venda e compra) - cotações diárias - CotacaoMoedaAberturaOuIntermediario(@codigoMoe,"https://olinda.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata/CotacaoMoedaAberturaOuIntermediario(codigoMoeda=@codigoMoeda,dataCotacao=@dataCotacao)","Retorna informações sobre Dólar comercial (venda e compra) - cotações diárias - CotacaoMoedaAberturaOuIntermediario(@codigoMoeda,@dataCotacao)","https://olinda.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata/CotacaoMoedaAberturaOuIntermediario(codigoMoeda=@codigoMoeda,dataCotacao=@dataCotacao)?@codigoMoeda=EUR&@dataCotacao=10-06-2023&$format=json",109
114,6,"Dólar comercial (venda e compra) - cotações diárias - CotacaoMoedaPeriodoFechamento(@codigoMoeda,@da","https://olinda.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata/CotacaoMoedaPeriodoFechamento(codigoMoeda=@codigoMoeda,dataInicialCotacao=@dataInicialCotacao,dataFinalCotacao=@dataFinalCotacao)","Retorna informações sobre Dólar comercial (venda e compra) - cotações diárias - CotacaoMoedaPeriodoFechamento(@codigoMoeda,@dataInicialCotacao,@dataFinalCotacao)","https://olinda.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata/CotacaoMoedaPeriodoFechamento(codigoMoeda=@codigoMoeda,dataInicialCotacao=@dataInicialCotacao,dataFinalCotacao=@dataFinalCotacao)?@codigoMoeda=EUR&@dataInicialCotacao=10-01-2023&@dataFinalCotacao=10-15-2023&$format=json",110
115,6,Estatísticas de Meios de Pagamentos,https://olinda.bcb.gov.br/olinda/servico/MPV_DadosAbertos/versao/v1/odata/Quantidadeetransacoesdecartoes(trimestre=@trimestre),Retorna Estatísticas de meios de pagamentos,https://olinda.bcb.gov.br/olinda/servico/MPV_DadosAbertos/versao/v1/odata/Quantidadeetransacoesdecartoes(trimestre=@trimestre)?@trimestre=20232&$top=100&$format=json,111
116,6,Estatísticas do Pix - ChavesPix(@Data),https://olinda.bcb.gov.br/olinda/servico/Pix_DadosAbertos/versao/v1/odata/ChavesPix(Data=@Data),Traz informações sobre Estatísticas do Pix - ChavesPix(@Data),https://olinda.bcb.gov.br/olinda/servico/Pix_DadosAbertos/versao/v1/odata/ChavesPix(Data=@Data)?@Data=%272023-08-10%27&$top=100&$format=json,112
117,6,Estatísticas do Pix - TransacoesPixPorMunicipio(@DataBase),https://olinda.bcb.gov.br/olinda/servico/Pix_DadosAbertos/versao/v1/odata/TransacoesPixPorMunicipio(DataBase=@DataBase),Traz informações sobre Estatísticas do Pix - TransacoesPixPorMunicipio(@DataBase),https://olinda.bcb.gov.br/olinda/servico/Pix_DadosAbertos/versao/v1/odata/TransacoesPixPorMunicipio(DataBase=@DataBase)?@DataBase=20232&$top=100&$format=json,113
118,6,Estatísticas do SPI - Sistema de Pagamentos Instantâneos - PixLiquidadosAtual,https://olinda.bcb.gov.br/olinda/servico/SPI/versao/v1/odata/PixLiquidadosAtual,PIX liquidados no SPI considerando as ordens de transferências (PACS008) e devoluções (PACS004). Este valor é representado em milhares de R$.,https://olinda.bcb.gov.br/olinda/servico/SPI/versao/v1/odata/PixLiquidadosAtual,114
119,6,Estatísticas do SPI - Sistema de Pagamentos Instantâneos - PixLiquidadosIntradia,https://olinda.bcb.gov.br/olinda/servico/SPI/versao/v1/odata/PixLiquidadosIntradia,"Movimentações financeiras transitadas no SPI, excluídas as mensagens dos grupos STR. PIX liquidados no SPI considerando as ordens de transferências (PACS008) e devoluções (PACS004). Quantidades e valores médios por intervalo de trinta minutos, nos últimos 30 dias. Valores representados em milhares d",https://olinda.bcb.gov.br/olinda/servico/SPI/versao/v1/odata/PixLiquidadosIntradia,115
120,6,Estatísticas do SPI - Sistema de Pagamentos Instantâneos - PixRemuneracaoContaPI,https://olinda.bcb.gov.br/olinda/servico/SPI/versao/v1/odata/PixRemuneracaoContaPI,Informações sobre a remuneração paga pelo Banco Central às instituições financeiras para manutenção dos respectivos saldos em conta de Pagamento Instantâneo.,https://olinda.bcb.gov.br/olinda/servico/SPI/versao/v1/odata/PixRemuneracaoContaPI,116
121,6,Estatísticas do SPI - Sistema de Pagamentos Instantâneos - PixDisponibilidadeSPI,https://olinda.bcb.gov.br/olinda/servico/SPI/versao/v1/odata/PixDisponibilidadeSPI,"Informações sobre a disponibilidade do SPI frente ao mínimo normativo. Segue a fórmula id = (hf / hp) x 100, onde id = índice de disponibilidade; hf = número de horas de efetivo funcionamento do SPI, ao longo dos últimos três meses; hp = número de horas em que o SPI deveria estar aberto para uso pel",https://olinda.bcb.gov.br/olinda/servico/SPI/versao/v1/odata/PixDisponibilidadeSPI,117
122,6,Estatísticas do STR - Sistema de Transferência de Reservas - GiroEvolucaoDiaria,https://olinda.bcb.gov.br/olinda/servico/STR/versao/v1/odata/GiroEvolucaoDiaria,"Movimentações financeiras transitadas no STR na data considerando todas as ordens que resultam em movimentação financeira, exceto Recolhimentos Compulsórios e Meio Circulante. Este valor é representado em R$ milhões.",https://olinda.bcb.gov.br/olinda/servico/STR/versao/v1/odata/GiroEvolucaoDiaria,118
123,6,Estatísticas do STR - Sistema de Transferência de Reservas - GiroDetalhamento,https://olinda.bcb.gov.br/olinda/servico/STR/versao/v1/odata/GiroDetalhamento,"Detalhamento das transferências financeiras relacionadas com outros sistemas de liquidação do SPB (Sistema de Pagamentos Brasileiro), outras transferências de instituição financeira, e transferências do governo. Média percentual nos últimos 21 dias úteis e no último dia útil.",https://olinda.bcb.gov.br/olinda/servico/STR/versao/v1/odata/GiroDetalhamento,119
124,6,Estatísticas do STR - Sistema de Transferência de Reservas - PagamentosIntradia,https://olinda.bcb.gov.br/olinda/servico/STR/versao/v1/odata/PagamentosIntradia,"Movimentações financeiras transitadas no STR, excluídas as mensagens dos grupos RCO e CIR. Média percentual, discriminadas por intervalo de trinta minutos, nos últimos 21 dias úteis",https://olinda.bcb.gov.br/olinda/servico/STR/versao/v1/odata/PagamentosIntradia,120
125,6,Estatísticas do STR - Sistema de Transferência de Reservas - TEDEvolucaoDiaria,https://olinda.bcb.gov.br/olinda/servico/STR/versao/v1/odata/TEDEvolucaoDiaria,Movimentações financeiras referentes a TEDs que envolvem clientes transitadas no STR.,https://olinda.bcb.gov.br/olinda/servico/STR/versao/v1/odata/TEDEvolucaoDiaria,121
126,6,Estatísticas do STR - Sistema de Transferência de Reservas - TEDHistograma21Dias,https://olinda.bcb.gov.br/olinda/servico/STR/versao/v1/odata/TEDHistograma21Dias,"Quantidade de movimentações financeiras referentes a TEDs que envolvem clientes transitadas no STR. Média móvel de 21 dias úteis por faixa de valor, nos últimos dois anos. As faixas utilizadas são: Faixa 1 - até R$ 999,99; Faixa 2 - de R$ 1.000,00 até R$ 2.999,99; Faixa 3 - de R$ 3.000,00 até R$ 9.9",https://olinda.bcb.gov.br/olinda/servico/STR/versao/v1/odata/TEDHistograma21Dias,122
127,6,Estatísticas do STR - Sistema de Transferência de Reservas - RedescontoBCBIntradia,https://olinda.bcb.gov.br/olinda/servico/STR/versao/v1/odata/RedescontoBCBIntradia,Movimentações financeiras referentes a Redesconto Intradia transitadas no STR.,https://olinda.bcb.gov.br/olinda/servico/STR/versao/v1/odata/RedescontoBCBIntradia,123
128,6,Estatísticas do STR - Sistema de Transferência de Reservas - PortabilidadeDeCredito,https://olinda.bcb.gov.br/olinda/servico/STR/versao/v1/odata/PortabilidadeDeCredito,"Movimentações financeiras referentes a transferência de dívidas de uma instituição para outra, até 4.5.2014, consideradas apenas as operações efetivadas e não devolvidas posteriormente. Portabilidade de Crédito é a possibilidade que o cliente tem em poder transferir sua dívida de uma instituição par",https://olinda.bcb.gov.br/olinda/servico/STR/versao/v1/odata/PortabilidadeDeCredito,124
129,6,Estatísticas do STR - Sistema de Transferência de Reservas - PortabilidadeDeCreditoPJEArrendamentoMe,https://olinda.bcb.gov.br/olinda/servico/STR/versao/v1/odata/PortabilidadeDeCreditoPJEArrendamentoMercantil,"Movimentações financeiras referentes a transferência de dívidas de uma instituição para outra, relativas a Pessoa Jurídica e de Arrendamento Mercantil, de acordo com a Resolução CMN 3.401, efetuadas após 4.5.2014, consideradas apenas as operações efetivadas e não devolvidas posteriormente. O resulta",https://olinda.bcb.gov.br/olinda/servico/STR/versao/v1/odata/PortabilidadeDeCreditoPJEArrendamentoMercantil,125
130,6,Estatísticas do STR - Sistema de Transferência de Reservas - PortabilidadeDeCreditoPessoaNatural,https://olinda.bcb.gov.br/olinda/servico/STR/versao/v1/odata/PortabilidadeDeCreditoPessoaNatural,"Movimentações financeiras referentes a transferência de dívidas de uma instituição para outra, relativas a Pessoa Natural, de acordo com a Resolução CMN 4.292, efetuadas após 4.5.2014, consideradas apenas as operações efetivadas e não devolvidas posteriormente. O resultado no mês pode apresentar peq",https://olinda.bcb.gov.br/olinda/servico/STR/versao/v1/odata/PortabilidadeDeCreditoPessoaNatural,126
131,6,Estatísticas do STR - Sistema de Transferência de Reservas - EstatisticasTransferenciasLiquidacaoDoc,https://olinda.bcb.gov.br/olinda/servico/STR/versao/v1/odata/EstatisticasTransferenciasLiquidacaoDocumentosComCodigoBarras,"Estatística das transferências para liquidação de documento com código de barras, utilizando a mensagem STR0026, desconsideradas as transferências devolvidas.",https://olinda.bcb.gov.br/olinda/servico/STR/versao/v1/odata/EstatisticasTransferenciasLiquidacaoDocumentosComCodigoBarras,127
132,6,Estatísticas Selic - Clientes,https://olinda.bcb.gov.br/olinda/servico/selic_clientes/versao/v1/odata/QuantidadePorTipoCliente(Data=@Data),"Quantidade de clientes registrados no Selic, por tipo, em uma data. Dados disponíveis a partir de 16/11/2010.",https://olinda.bcb.gov.br/olinda/servico/selic_clientes/versao/v1/odata/QuantidadePorTipoCliente(Data=@Data)?@Data=2020-10-06&$top=100&$format=json,128
133,6,Estatísticas Selic - Contas,https://olinda.bcb.gov.br/olinda/servico/selic_contas/versao/v1/odata/QuantidadePorTipoConta(Data=@Data),"Quantidade de contas registradas no Selic, por tipo, em uma data. Dados disponíveis a partir de 16/11/2010.",https://olinda.bcb.gov.br/olinda/servico/selic_contas/versao/v1/odata/QuantidadePorTipoConta(Data=@Data)?@Data=2022-10-06&$top=100&$format=json,129
134,6,Estatísticas Selic - Operações - DatasOperacoesSelic,https://olinda.bcb.gov.br/olinda/servico/selic_operacoes/versao/v1/swagger-ui3#/,"Datas onde houve registro de operações no Selic, em ordem decrescente.",https://olinda.bcb.gov.br/olinda/servico/selic_operacoes/versao/v1/odata/DatasOperacoesSelic,130
135,6,Estatísticas Selic - Operações - OperacoesEmUmaData(Data=@Data),https://olinda.bcb.gov.br/olinda/servico/selic_operacoes/versao/v1/swagger-ui3#/,"Estatísticas de operações registradas no Selic. Operações realizadas na mesma data. A consulta retorna o código da operação, a descrição, a quantidade e o valor financeiro, conforme data de referência informada. Valores financeiros expressos em milhões de reais.",https://olinda.bcb.gov.br/olinda/servico/selic_operacoes/versao/v1/odata/OperacoesEmUmaData(Data=@Data)?@Data=2023-10-06&$top=100&$format=json,131
136,6,Estatísticas Selic - Operações - OperacoesEmUmAno(Ano=@Ano),https://olinda.bcb.gov.br/olinda/servico/selic_operacoes/versao/v1/swagger-ui3#/,"Estatísticas de operações registradas no Selic. Operações realizadas no período de um ano. A consulta retorna a data, o código da operação, a descrição, a quantidade e o valor financeiro. Valores financeiros expressos em milhões de reais.",https://olinda.bcb.gov.br/olinda/servico/selic_operacoes/versao/v1/odata/OperacoesEmUmAno(Ano=@Ano)?@Ano=2023&$top=100&$format=json,132
137,6,Estatísticas Selic - Participantes,https://olinda.bcb.gov.br/olinda/servico/selic_participantes/versao/v1/odata/QuantidadePorTipoParticipante(Data=@Data),"Quantidade de participantes registrados no Selic, por tipo, em uma data. Dados disponíveis a partir de 16/11/2010.",https://olinda.bcb.gov.br/olinda/servico/selic_participantes/versao/v1/odata/QuantidadePorTipoParticipante(Data=@Data)?@Data=2023-10-06&$top=100&$format=json,133
138,6,Expectativas de mercado para os indicadores macroeconômicos da Pesquisa Focus - ExpectativaMercadoMe,https://olinda.bcb.gov.br/olinda/servico/Expectativas/versao/v1/swagger-ui3#/,Dados sobre Expectativas de Mercado Mensais - Estatísticas,https://olinda.bcb.gov.br/olinda/servico/Expectativas/versao/v1/odata/ExpectativaMercadoMensais?%24top=10,134
139,6,Expectativas de mercado para os indicadores macroeconômicos da Pesquisa Focus - ExpectativasMercadoS,https://olinda.bcb.gov.br/olinda/servico/Expectativas/versao/v1/swagger-ui3#/,Dados sobre Expectativas de Mercado Selic - Estatísticas,https://olinda.bcb.gov.br/olinda/servico/Expectativas/versao/v1/odata/ExpectativasMercadoSelic?%24top=10,135
140,6,Expectativas de mercado para os indicadores macroeconômicos da Pesquisa Focus - ExpectativasMercadoT,https://olinda.bcb.gov.br/olinda/servico/Expectativas/versao/v1/swagger-ui3#/,Dados sobre Expectativas de Mercado Trimestrais - Estatísticas,https://olinda.bcb.gov.br/olinda/servico/Expectativas/versao/v1/odata/ExpectativasMercadoTrimestrais?%24top=10,136
141,6,Expectativas de mercado para os indicadores macroeconômicos da Pesquisa Focus - ExpectativasMercadoA,https://olinda.bcb.gov.br/olinda/servico/Expectativas/versao/v1/swagger-ui3#/,Traz dados sobre Expectativas de Mercado Anuais - Estatísticas,https://olinda.bcb.gov.br/olinda/servico/Expectativas/versao/v1/odata/ExpectativasMercadoAnuais?%24top=10,137
142,6,Expectativas de mercado para os indicadores macroeconômicos da Pesquisa Focus - ExpectativasMercadoI,https://olinda.bcb.gov.br/olinda/servico/Expectativas/versao/v1/swagger-ui3#/,Dados sobre Expectativas de Mercado para inflação nos próximos 12 meses - Estatísticas,https://olinda.bcb.gov.br/olinda/servico/Expectativas/versao/v1/odata/ExpectativasMercadoInflacao12Meses?%24top=10,138
143,6,Expectativas de mercado para os indicadores macroeconômicos da Pesquisa Focus -Expectativas de Merca,https://olinda.bcb.gov.br/olinda/servico/Expectativas/versao/v1/odata/ExpectativasMercadoInflacao24Meses,Traz dados sobre Expectativas de Mercado para inflação nos próximos 13 a 24 meses - Estatísticas,https://olinda.bcb.gov.br/olinda/servico/Expectativas/versao/v1/odata/ExpectativasMercadoInflacao24Meses?$top=100&$format=json,139
144,6,Expectativas de mercado para os indicadores macroeconômicos da Pesquisa Focus - ExpectativasMercadoT,https://olinda.bcb.gov.br/olinda/servico/Expectativas/versao/v1/swagger-ui3#/,Dados sobre Expectativas de Mercado Mensais Top5 - Estatísticas,https://olinda.bcb.gov.br/olinda/servico/Expectativas/versao/v1/odata/ExpectativasMercadoTop5Mensais?%24top=10,140
145,6,Expectativas de mercado para os indicadores macroeconômicos da Pesquisa Focus - ExpectativasMercadoT,https://olinda.bcb.gov.br/olinda/servico/Expectativas/versao/v1/swagger-ui3#/,Traz os dados sobre Expectativas de Mercado Selic Top5 - Estatísticas,https://olinda.bcb.gov.br/olinda/servico/Expectativas/versao/v1/odata/ExpectativasMercadoTop5Selic?%24top=10,141
